chat_id,user_id,sent_at,tag,emotion,channel,status
chat_99fc423ddf,usr_56ea0dbe26b7,2025-05-19 03:18:41,Complaint,neutral,in_app,closed
chat_60d85ea844,usr_199d272224e7,2025-05-19 16:18:50,Error,positive,in_app,in_progress
chat_3b09103df9,usr_20dfc97e3c0e,2025-05-19 23:45:42,Complaint,neutral,in_app,open
chat_ed6c9c9613,usr_a7675f30ab4a,2025-05-19 06:35:44,Error,negative,in_app,in_progress
chat_803c14bdc1,usr_9b175b3debf6,2025-05-19 18:33:55,Feature Suggestion,negative,web,resolved
chat_704dce8c60,usr_ec584211c679,2025-05-19 02:17:22,Error,negative,in_app,resolved
chat_18789048ce,usr_bff4591295e6,2025-05-19 21:57:27,Other,neutral,web,closed
chat_c24d970c37,usr_a5bab06a8148,2025-05-19 21:37:57,Error,neutral,web,closed
chat_33e9f9d88b,usr_089c8fa17902,2025-05-19 21:41:34,Praise,negative,kakao,open
chat_6bfd3c71a8,usr_d26bac624c63,2025-05-19 17:36:26,Error,neutral,kakao,resolved
chat_62c790e88b,usr_3561340c0925,2025-05-19 10:18:37,Complaint,negative,kakao,open
chat_a26c76ecca,usr_02c4233d51ac,2025-05-20 05:18:38,Error,positive,in_app,in_progress
chat_b2c317b6fd,usr_2e78058d919c,2025-05-20 02:51:09,Complaint,neutral,in_app,in_progress
chat_b2aab6c6d5,usr_a82e7bc0b481,2025-05-20 12:47:44,Payment,neutral,web,open
chat_2254df945b,usr_bf76cec02e56,2025-05-20 19:58:02,Complaint,neutral,web,resolved
chat_8b743b0423,usr_214b4b4703a7,2025-05-20 02:06:26,Other,neutral,web,closed
chat_5f2316d73b,usr_d3a174a37906,2025-05-20 11:06:23,Account,negative,web,open
chat_d1d045a46d,usr_73550d887f74,2025-05-20 23:50:11,Learning,neutral,email,open
chat_15fb52162e,usr_65c176e03927,2025-05-20 16:31:58,Feature Suggestion,negative,kakao,in_progress
chat_94d1fad6eb,usr_9b8542c5b432,2025-05-20 05:20:38,Payment,negative,web,open
chat_a7416183b6,usr_8656cc24f565,2025-05-20 06:02:25,Feature Suggestion,neutral,in_app,resolved
chat_ede4b6fc1d,usr_9d9fa0b310ba,2025-05-20 12:04:18,Account,positive,kakao,open
chat_af18b72e6d,usr_06f2df3d2e64,2025-05-20 22:40:00,Other,positive,email,open
chat_7668743c3f,usr_334daf464293,2025-05-20 21:20:35,Feature Suggestion,neutral,in_app,open
chat_378ef81cdb,usr_f161246b4744,2025-05-20 03:41:13,Error,negative,in_app,resolved
chat_300c2f4f30,usr_e8f75ab3d998,2025-05-20 09:49:34,Error,neutral,email,resolved
chat_4bef9d89a5,usr_bde660b51383,2025-05-20 11:00:58,Error,positive,email,open
chat_838b716373,usr_cf66ca640b61,2025-05-20 13:40:10,Payment,negative,in_app,open
chat_c3e4ae03d0,usr_3d5968200523,2025-05-20 18:39:38,Other,neutral,email,resolved
chat_14afb2f209,usr_63ac0cc8f0f8,2025-05-20 01:10:44,Account,negative,in_app,open
chat_e001468193,usr_c2673e1e55c1,2025-05-20 07:23:11,Error,neutral,kakao,open
chat_28cb570a07,usr_c36212e15239,2025-05-20 11:11:42,Feature Suggestion,neutral,web,closed
chat_f02c20cc77,usr_26c6181b284f,2025-05-20 01:08:06,Account,positive,web,in_progress
chat_74738cf983,usr_6de215c4ff78,2025-05-20 07:18:16,Praise,neutral,email,resolved
chat_5d6003e58e,usr_59c140f2f15d,2025-05-21 04:12:19,Feature Suggestion,negative,in_app,in_progress
chat_e92bd50b56,usr_14acad07f22c,2025-05-21 18:49:57,Error,negative,web,resolved
chat_4ea1a6d5bb,usr_89dcbb32df8c,2025-05-21 14:32:51,Learning,negative,email,resolved
chat_793837a417,usr_7409dd10f88f,2025-05-21 04:18:02,Account,negative,kakao,open
chat_4f219936ac,usr_5b153928e9b3,2025-05-21 07:02:06,Complaint,negative,kakao,resolved
chat_28e3db5eca,usr_24892905feb8,2025-05-21 18:33:58,Complaint,positive,email,resolved
chat_89bdcc1a35,usr_485da414b515,2025-05-21 10:37:29,Praise,negative,in_app,in_progress
chat_404dcaef98,usr_8ca23ae732d6,2025-05-21 19:30:19,Feature Suggestion,negative,web,open
chat_3699d2fab4,usr_dacf01e434bd,2025-05-21 17:39:59,Other,positive,web,open
chat_0eae16e069,usr_7e45118f41b7,2025-05-21 15:29:57,Other,positive,email,closed
chat_e4bc6f9371,usr_91a26df98ab8,2025-05-21 14:02:14,Account,negative,in_app,in_progress
chat_ef1f7deb71,usr_e72b32090983,2025-05-21 21:19:46,Praise,negative,email,resolved
chat_dabc9bfa7a,usr_1bfd9b9a1cec,2025-05-21 21:04:00,Account,negative,web,open
chat_5f37ef01dc,usr_47e6a3a1208f,2025-05-21 03:02:58,Payment,positive,web,resolved
chat_50830cd043,usr_8ec1696ba791,2025-05-21 21:08:55,Other,positive,in_app,closed
chat_ed352b3dea,usr_07d838de3b34,2025-05-21 02:01:18,Learning,positive,in_app,closed
chat_9d31d28044,usr_2391a9835198,2025-05-21 22:10:02,Account,positive,in_app,in_progress
chat_ca6d4d2176,usr_0351f58ec432,2025-05-21 05:25:11,Complaint,negative,email,resolved
chat_6d2dda749b,usr_eedd106d0606,2025-05-21 14:02:02,Other,neutral,web,resolved
chat_1fa4ddd231,usr_15be52fc8e5e,2025-05-22 04:48:52,Praise,negative,in_app,closed
chat_0d9f41c352,usr_cdc23fa9852e,2025-05-22 12:42:12,Error,neutral,web,closed
chat_8550092b57,usr_ee1b86dbd083,2025-05-22 22:17:30,Complaint,positive,kakao,in_progress
chat_a5885a879e,usr_bac1cc9ee276,2025-05-22 18:50:42,Complaint,negative,web,open
chat_ebbc0b51ca,usr_44083018eda1,2025-05-22 00:09:02,Payment,negative,kakao,closed
chat_41eb6dc52e,usr_5c194de692df,2025-05-22 18:48:17,Other,negative,in_app,resolved
chat_ec626a37ed,usr_6d6007833c48,2025-05-22 21:01:31,Account,neutral,web,resolved
chat_feb17aba36,usr_d9c6edd3d850,2025-05-22 10:13:23,Complaint,positive,in_app,resolved
chat_2d844377a4,usr_321dff141c23,2025-05-22 10:09:48,Learning,negative,email,open
chat_61b3aa6e94,usr_1e1b98be2dd5,2025-05-22 05:26:42,Learning,neutral,web,in_progress
chat_cf5a2a8df9,usr_bdbcc299bb5f,2025-05-22 13:55:26,Praise,positive,kakao,closed
chat_16b52ed84b,usr_c55814aa6b5b,2025-05-22 05:46:04,Feature Suggestion,positive,kakao,resolved
chat_f69be57da5,usr_25afa1ee1a16,2025-05-22 14:17:55,Learning,neutral,in_app,closed
chat_37ebd3bb0c,usr_ee50acadf191,2025-05-22 06:52:38,Feature Suggestion,negative,in_app,resolved
chat_f9430861f1,usr_6c9b0ab8d584,2025-05-23 21:24:37,Account,negative,web,in_progress
chat_49fc8adfdc,usr_4b768732395d,2025-05-23 02:51:35,Praise,negative,kakao,open
chat_f7af5950cb,usr_80059928f187,2025-05-23 15:51:11,Complaint,positive,kakao,closed
chat_7edd36fcb3,usr_ec296283bded,2025-05-23 19:09:13,Praise,positive,kakao,closed
chat_160562a12f,usr_aed41dfc30a5,2025-05-23 20:38:39,Complaint,neutral,kakao,in_progress
chat_af3d9bcfc9,usr_78abc3268476,2025-05-23 19:17:40,Other,positive,in_app,resolved
chat_eb15e79ee6,usr_c9b98229d1d3,2025-05-23 06:19:03,Error,neutral,web,closed
chat_65121411d2,usr_a0c81c8b1f94,2025-05-23 01:53:17,Account,neutral,email,open
chat_67952ad8bb,usr_978295fdce82,2025-05-23 11:59:41,Complaint,neutral,kakao,in_progress
chat_fd0d3eaf60,usr_5e80d72777d6,2025-05-23 14:31:52,Payment,neutral,kakao,open
chat_5e0404eac2,usr_3180550c1121,2025-05-23 08:54:40,Other,positive,email,open
chat_c83e8175c8,usr_287bd9705cd2,2025-05-23 21:14:31,Learning,negative,kakao,closed
chat_c16afe3005,usr_8343bf039fef,2025-05-23 21:43:27,Error,neutral,in_app,resolved
chat_8f934abf0b,usr_ffefc6dfc365,2025-05-23 05:38:09,Other,negative,kakao,resolved
chat_d453384014,usr_788e9ddfd374,2025-05-23 08:30:43,Payment,neutral,in_app,resolved
chat_3ed577eae6,usr_995e8729e786,2025-05-23 08:41:26,Feature Suggestion,positive,in_app,resolved
chat_93cd9ed7a3,usr_a99cec865ad6,2025-05-23 14:02:06,Praise,positive,web,closed
chat_2153aed17e,usr_612e47fdb9d5,2025-05-23 14:32:57,Complaint,negative,kakao,closed
chat_390c96468d,usr_abeef7180ed4,2025-05-23 18:44:27,Error,neutral,in_app,closed
chat_228e0123ca,usr_18d49fdd08b2,2025-05-24 02:07:34,Feature Suggestion,positive,web,in_progress
chat_32310f640c,usr_398a959180c4,2025-05-24 02:23:21,Complaint,negative,in_app,closed
chat_c136b150ca,usr_c9f493c4fdce,2025-05-24 23:19:22,Other,neutral,email,closed
chat_5a940a5b6b,usr_9c8597117da1,2025-05-24 08:22:08,Account,neutral,in_app,in_progress
chat_27a60c719f,usr_fa0e748f023d,2025-05-24 15:08:50,Other,positive,web,resolved
chat_deda03434b,usr_197c47efe58b,2025-05-24 17:32:38,Praise,neutral,kakao,in_progress
chat_eafbc4c69b,usr_b0bec38271d1,2025-05-24 15:07:48,Feature Suggestion,negative,email,resolved
chat_d09e4eb521,usr_cb68b2a6e67e,2025-05-24 10:47:55,Payment,neutral,in_app,open
chat_744f069870,usr_8986aa22d954,2025-05-24 12:28:51,Other,positive,web,in_progress
chat_5b95736988,usr_de27bffd9df8,2025-05-24 06:33:17,Account,positive,email,open
chat_ef64cc8e61,usr_ac4e32ffd95c,2025-05-24 02:47:29,Account,neutral,email,open
chat_d8cede087c,usr_42fda8f367e8,2025-05-24 20:14:25,Praise,neutral,email,closed
chat_c334b5dd1f,usr_49514f340579,2025-05-24 17:23:37,Feature Suggestion,positive,web,closed
chat_bbc9c661cc,usr_6d181dd2610a,2025-05-24 04:20:37,Learning,positive,email,closed
chat_d3a6744631,usr_bf39b55e3cde,2025-05-24 10:23:45,Account,neutral,kakao,open
chat_adcc2bfcbd,usr_f016d40fbd2e,2025-05-24 02:25:02,Feature Suggestion,neutral,web,closed
chat_fe77c47703,usr_78158c134fa9,2025-05-24 11:10:43,Payment,neutral,email,open
chat_7fd3f78b1f,usr_2267a2e4ad20,2025-05-25 08:08:12,Payment,negative,kakao,open
chat_a2085e22cf,usr_fbaca74823df,2025-05-25 01:09:17,Feature Suggestion,negative,email,in_progress
chat_c31961c40d,usr_10f98ef5ae01,2025-05-25 23:58:58,Other,neutral,email,closed
chat_b523bce7bb,usr_6c5d0afe610b,2025-05-25 05:00:11,Learning,neutral,web,open
chat_920ff2f2b9,usr_666b8327c97f,2025-05-25 09:33:52,Complaint,neutral,kakao,in_progress
chat_235af6f745,usr_cbacf7573cfd,2025-05-25 17:18:58,Account,negative,email,closed
chat_9eb5d48ebd,usr_795430224bc8,2025-05-25 10:38:48,Error,neutral,in_app,closed
chat_941cb77447,usr_3d162dc7327e,2025-05-25 19:49:30,Payment,neutral,in_app,in_progress
chat_bc0cdcdae4,usr_9ee3903a14f0,2025-05-25 22:17:12,Payment,negative,kakao,closed
chat_dfaed60579,usr_bc7cc1280b9a,2025-05-25 22:33:14,Feature Suggestion,negative,email,resolved
chat_6ea34c77bf,usr_a79e2928a3f6,2025-05-25 16:22:07,Complaint,neutral,in_app,closed
chat_8af98f95c3,usr_e50973cfe782,2025-05-25 03:34:52,Account,neutral,in_app,resolved
chat_9c5d726791,usr_875e8b3bcd23,2025-05-25 21:55:28,Account,negative,web,open
chat_65ed195307,usr_5db6e07b661a,2025-05-25 07:37:50,Other,neutral,email,in_progress
chat_bbe017997f,usr_c5fc0b84e4dd,2025-05-25 01:55:48,Praise,negative,in_app,in_progress
chat_60d8963bae,usr_2bf32eb4ce05,2025-05-26 14:47:33,Payment,positive,in_app,in_progress
chat_9022f89a67,usr_f344e9f42a10,2025-05-26 19:51:33,Account,negative,kakao,closed
chat_757ccbf0f1,usr_5b3506d61edd,2025-05-26 13:31:59,Complaint,neutral,web,open
chat_33b2f100b8,usr_8dc7059d0ecd,2025-05-26 20:47:19,Payment,positive,kakao,in_progress
chat_53539ff366,usr_f0a65203d43d,2025-05-26 04:35:27,Account,positive,web,closed
chat_a50536b818,usr_c3ac482a374e,2025-05-26 22:16:10,Feature Suggestion,negative,in_app,open
chat_4f264956ab,usr_c46ed004a83a,2025-05-26 03:23:54,Feature Suggestion,positive,in_app,closed
chat_a1f6fb3b26,usr_abbbd32bfa10,2025-05-26 13:27:26,Error,negative,kakao,in_progress
chat_0b694788b5,usr_8f92b85047bc,2025-05-26 06:48:05,Error,negative,in_app,closed
chat_ed897c5602,usr_82f9e8a04771,2025-05-26 07:55:52,Account,negative,kakao,in_progress
chat_aa852346e0,usr_d7cb9fd6becf,2025-05-26 18:27:48,Learning,negative,web,closed
chat_8bf61508c2,usr_682d046f0946,2025-05-26 00:34:20,Complaint,neutral,web,closed
chat_ee99fd762a,usr_14f61e274d9d,2025-05-26 01:38:28,Praise,positive,email,open
chat_fa772eb1f1,usr_af392343194f,2025-05-26 05:51:12,Praise,neutral,email,closed
chat_e0360b0a8a,usr_7be37a1511d0,2025-05-26 02:50:23,Learning,negative,in_app,resolved
chat_281be9b877,usr_4a58ce792e06,2025-05-26 23:58:27,Other,neutral,kakao,open
chat_a1b4f2f335,usr_f93357770d89,2025-05-26 09:26:56,Learning,positive,web,closed
chat_b119c1a777,usr_86bee794f7ed,2025-05-26 22:16:10,Feature Suggestion,negative,web,in_progress
chat_470420d295,usr_648325939ff4,2025-05-26 22:54:55,Learning,positive,in_app,resolved
chat_15d5670ff6,usr_e87960f7f640,2025-05-26 08:17:09,Learning,positive,email,closed
chat_e4ee0d9756,usr_6294542e5e2c,2025-05-26 16:56:22,Payment,negative,kakao,open
chat_5970eb12d0,usr_bbdd4577440d,2025-05-27 10:24:33,Other,positive,in_app,open
chat_a1c31ac44b,usr_27c647976116,2025-05-27 11:04:17,Complaint,negative,web,closed
chat_404f35dea7,usr_45ab36dd753a,2025-05-27 04:26:41,Other,negative,web,closed
chat_022caab057,usr_5fa3d4ef9688,2025-05-27 01:01:51,Complaint,neutral,email,resolved
chat_baafd9043a,usr_0dc05e8116ec,2025-05-27 07:14:21,Complaint,negative,in_app,in_progress
chat_66bc9100ad,usr_fed055a3150a,2025-05-27 14:00:52,Praise,negative,web,open
chat_f4b1580313,usr_391d61b00b77,2025-05-27 11:53:02,Feature Suggestion,negative,web,in_progress
chat_1301af3c69,usr_cd8fcad52230,2025-05-27 19:12:32,Other,negative,kakao,resolved
chat_c1f8913ba1,usr_f35cdab5cd76,2025-05-27 07:56:29,Praise,negative,kakao,in_progress
chat_395e69d1cc,usr_c32376a53920,2025-05-27 08:37:11,Other,neutral,in_app,in_progress
chat_fcabf9166a,usr_6a719f39c240,2025-05-27 04:14:50,Feature Suggestion,positive,kakao,resolved
chat_9577814636,usr_065a57484a03,2025-05-27 06:22:38,Error,neutral,web,open
chat_e9972bce09,usr_663b5bcf374b,2025-05-27 09:38:51,Complaint,negative,web,closed
chat_ea8a90a9b7,usr_431c2f87b52b,2025-05-27 00:40:12,Praise,negative,web,in_progress
chat_f21d10d153,usr_3797c925d929,2025-05-27 11:35:46,Other,negative,web,resolved
chat_a4660b2275,usr_4932dfe678b5,2025-05-27 21:35:09,Payment,positive,kakao,open
chat_ab901fc1c3,usr_51980633df1c,2025-05-27 02:07:26,Payment,positive,in_app,in_progress
chat_c433bdfcb5,usr_9567be13fea9,2025-05-27 09:37:08,Account,negative,web,resolved
chat_d8649b8cf3,usr_9a171ebcab19,2025-05-28 18:20:22,Praise,negative,web,closed
chat_5f86c9ed9b,usr_2d7164d06282,2025-05-28 01:10:35,Other,neutral,kakao,closed
chat_5f7d8d5d27,usr_d8a3e6a81845,2025-05-28 23:32:11,Learning,negative,in_app,resolved
chat_6f7e252d0d,usr_a727fee5e119,2025-05-28 21:12:17,Complaint,negative,email,resolved
chat_5fa0038944,usr_93b5e95b1be5,2025-05-28 17:50:39,Praise,neutral,kakao,closed
chat_ad4910999e,usr_01a3f035ab0a,2025-05-28 08:53:33,Complaint,negative,web,open
chat_386fe3ac3a,usr_7591a809996b,2025-05-28 02:31:50,Other,positive,in_app,open
chat_f1d79159b7,usr_25e2fb83c60b,2025-05-28 09:21:41,Learning,neutral,kakao,resolved
chat_49297eb3a8,usr_3f2da351d0b0,2025-05-28 07:25:37,Learning,neutral,web,open
chat_249e3dae7f,usr_454cb90d8c27,2025-05-28 22:47:19,Account,negative,kakao,resolved
chat_64a0a0f730,usr_08f74ce56200,2025-05-28 19:22:07,Error,positive,email,in_progress
chat_3caf9d2859,usr_19027cf91f8d,2025-05-28 07:30:59,Error,positive,in_app,resolved
chat_b2a4be736e,usr_a558f708e340,2025-05-28 07:14:46,Account,positive,in_app,open
chat_6d136e7b78,usr_2e0e5e2e3171,2025-05-28 21:43:53,Error,negative,kakao,resolved
chat_a23f6e2bb5,usr_27c263393cf0,2025-05-28 17:57:16,Feature Suggestion,neutral,web,in_progress
chat_b4f0084198,usr_39e1af47b0a3,2025-05-28 06:01:14,Other,negative,email,closed
chat_ea4af62479,usr_3accc0995463,2025-05-28 03:04:38,Other,neutral,email,resolved
chat_1a4f366c62,usr_6b87a57bd775,2025-05-28 00:48:49,Error,positive,email,closed
chat_c866ec1d73,usr_03f6ed982e60,2025-05-28 02:01:17,Payment,negative,kakao,in_progress
chat_9ade5462df,usr_56b2fa8eee46,2025-05-28 04:19:15,Account,positive,email,resolved
chat_fa833110a4,usr_ee19b03084fe,2025-05-28 19:10:27,Feature Suggestion,negative,in_app,resolved
chat_6a8e276cab,usr_d4c4394e7e65,2025-05-28 12:37:07,Error,positive,in_app,closed
chat_5d3293ee16,usr_0afd26c67d00,2025-05-28 07:02:42,Learning,positive,in_app,resolved
chat_55acc51b84,usr_886b313d9635,2025-05-29 15:05:52,Learning,neutral,in_app,open
chat_4c17dcd6cf,usr_84882bb4637b,2025-05-29 16:02:19,Feature Suggestion,negative,email,closed
chat_83c7bea052,usr_f948e24a668d,2025-05-29 07:11:21,Other,negative,email,resolved
chat_e9719928b2,usr_353e994b4502,2025-05-29 02:10:01,Account,neutral,email,in_progress
chat_b0fe2d2e9b,usr_2e820e872f5a,2025-05-29 22:29:03,Error,negative,in_app,resolved
chat_18cb36bd58,usr_3235d906b3a3,2025-05-29 23:14:29,Payment,neutral,kakao,open
chat_9d2d8e1289,usr_91e193254143,2025-05-29 00:39:57,Complaint,negative,web,resolved
chat_c2d8387493,usr_3c85dc1529cc,2025-05-29 11:25:39,Payment,negative,web,closed
chat_f14a4ed96f,usr_9571ffc4c70c,2025-05-29 10:30:47,Feature Suggestion,neutral,in_app,resolved
chat_1b65c9d01b,usr_c094d1fa3ffd,2025-05-29 09:59:10,Account,neutral,email,resolved
chat_e16bf36760,usr_e423558d1b28,2025-05-29 12:00:59,Complaint,negative,web,closed
chat_54b2adb5fa,usr_85dcb5591f3e,2025-05-29 06:35:20,Account,positive,web,in_progress
chat_36382e04e6,usr_2b8aba632c81,2025-05-29 12:19:30,Account,neutral,web,closed
chat_02ede621c1,usr_2ebb697535bc,2025-05-29 19:51:27,Payment,positive,email,closed
chat_8201d3cfee,usr_0b74403af7ab,2025-05-29 12:38:38,Account,neutral,kakao,closed
chat_46258addaa,usr_f6a182ab4a93,2025-05-29 05:47:17,Payment,positive,kakao,closed
chat_9207229f5a,usr_a210a9c2606b,2025-05-29 20:57:17,Error,negative,email,in_progress
chat_096c18cfd4,usr_c24cc2a16021,2025-05-29 20:43:23,Payment,neutral,kakao,resolved
chat_b25ef38c82,usr_95913850631a,2025-05-29 09:34:43,Other,positive,email,open
chat_81950f47fb,usr_b01595a2e043,2025-05-29 17:21:43,Payment,neutral,kakao,closed
chat_80ed17ea8e,usr_fed055a3150a,2025-05-29 20:39:36,Complaint,positive,in_app,open
chat_1414f9714e,usr_46a7ef5ea7e1,2025-05-29 10:55:49,Complaint,negative,kakao,closed
chat_170758bfdd,usr_207d8d6df768,2025-05-30 07:17:55,Account,negative,email,closed
chat_dbd7d98ed8,usr_9c321df8cdd9,2025-05-30 03:07:49,Praise,negative,email,in_progress
chat_36372a0188,usr_90d709b9072b,2025-05-30 22:32:21,Learning,negative,web,open
chat_c9a8ca57a7,usr_135d85d87b2d,2025-05-30 07:03:35,Feature Suggestion,neutral,web,closed
chat_78538927de,usr_faccc2c7e314,2025-05-30 23:04:25,Error,positive,in_app,resolved
chat_9861943921,usr_1e672554fec4,2025-05-30 14:55:52,Payment,positive,web,closed
chat_9699a83666,usr_533320feafe4,2025-05-30 13:56:47,Other,neutral,in_app,resolved
chat_d88442a568,usr_de3805c0e278,2025-05-30 15:44:57,Learning,negative,web,closed
chat_e3b0374488,usr_0cc45b1c12ff,2025-05-30 10:55:52,Complaint,positive,kakao,in_progress
chat_4f504cf467,usr_2bd23f8346a0,2025-05-30 02:00:25,Payment,positive,web,in_progress
chat_0ae2b2ce1a,usr_c6c756d15609,2025-05-30 06:25:29,Feature Suggestion,neutral,web,resolved
chat_edcb2bdbcf,usr_40365a65d916,2025-05-30 20:11:20,Other,positive,email,open
chat_59b2ffc1e8,usr_37b63f88ce22,2025-05-30 13:29:58,Payment,neutral,email,resolved
chat_70d7273d35,usr_c2b2d687640e,2025-05-30 12:30:48,Error,neutral,kakao,open
chat_643454f8c8,usr_c43b99c30bce,2025-05-30 17:46:41,Learning,negative,email,in_progress
chat_e8e96a4c82,usr_235bc98f02d5,2025-05-30 21:51:33,Payment,neutral,in_app,closed
chat_aeb3761b4d,usr_401ed5c6031a,2025-05-30 10:51:42,Feature Suggestion,positive,email,open
chat_6842ed4924,usr_70a1724a7bf1,2025-05-30 00:58:08,Praise,positive,web,closed
chat_157c342865,usr_6fd64c4b2cac,2025-05-30 23:22:19,Complaint,negative,in_app,resolved
chat_a9716a3334,usr_25cd3c35511c,2025-05-31 09:00:08,Payment,positive,email,closed
chat_d34a0fe663,usr_c4db85e206d5,2025-05-31 14:38:40,Learning,negative,email,in_progress
chat_e0fef3446f,usr_626baab7f294,2025-05-31 00:41:47,Learning,positive,in_app,in_progress
chat_d81f9a5fb1,usr_be2bfb084da7,2025-05-31 08:59:39,Other,positive,in_app,in_progress
chat_517e81c849,usr_4587a2975562,2025-05-31 03:13:53,Learning,neutral,kakao,open
chat_e3b608a9be,usr_e08e50020939,2025-05-31 01:34:04,Praise,neutral,web,in_progress
chat_782ce74800,usr_5d77f0663f29,2025-05-31 05:16:36,Complaint,negative,kakao,in_progress
chat_8ed20c2f03,usr_7338ed58c559,2025-05-31 13:40:27,Other,positive,kakao,in_progress
chat_96135cdf5b,usr_965bd4665209,2025-05-31 06:21:09,Feature Suggestion,neutral,web,in_progress
chat_c507056a3f,usr_8011b5fbb84e,2025-05-31 09:56:08,Complaint,positive,web,resolved
chat_bb292e633a,usr_8561b17e433c,2025-05-31 16:54:15,Error,positive,kakao,resolved
chat_2bd339a05d,usr_693ba4168efa,2025-05-31 16:52:09,Other,negative,kakao,open
chat_ca0afa2c80,usr_13856fbad110,2025-05-31 21:40:36,Account,positive,in_app,closed
chat_b838cf72e4,usr_282a59efb996,2025-05-31 11:25:21,Payment,negative,web,closed
chat_0bd94dd326,usr_15bdf4d253bc,2025-05-31 07:11:53,Payment,positive,email,closed
chat_5f66abdde0,usr_3497358b4b7c,2025-05-31 07:25:44,Learning,neutral,web,closed
chat_f909487015,usr_680adf44043f,2025-05-31 08:08:34,Feature Suggestion,neutral,web,resolved
chat_55444251fd,usr_e49b5a23e01a,2025-05-31 18:54:15,Complaint,positive,email,closed
chat_83da34e161,usr_e3b1e2fd20dd,2025-05-31 09:54:29,Error,positive,in_app,in_progress
chat_c628545830,usr_840b688d6d92,2025-05-31 13:08:49,Other,negative,in_app,in_progress
chat_cdb20101b8,usr_c7373932aa6a,2025-05-31 02:51:08,Error,neutral,kakao,closed
chat_938c8f1ba3,usr_971670148ec7,2025-05-31 06:04:06,Payment,neutral,web,resolved
chat_2817842660,usr_f63b2f27d1d8,2025-05-31 16:58:56,Account,positive,kakao,resolved
chat_7123aa65cb,usr_7b3589854ff4,2025-06-01 09:24:42,Other,positive,email,in_progress
chat_d597292a6c,usr_5d7a806ab07e,2025-06-01 23:47:08,Payment,positive,in_app,closed
chat_fc1fadaccb,usr_9ebe64be925f,2025-06-01 08:16:44,Praise,positive,web,closed
chat_1387158ebc,usr_c76c8509fdc9,2025-06-01 04:33:09,Error,neutral,kakao,closed
chat_8da7caa7a0,usr_db3201ab4e61,2025-06-01 04:55:43,Learning,neutral,kakao,closed
chat_9d70764819,usr_ab2b24c7623b,2025-06-01 18:12:11,Account,positive,web,closed
chat_8aba7b7e28,usr_1d26e3dc4bfc,2025-06-01 02:46:58,Learning,neutral,in_app,open
chat_138aceff93,usr_236f827b5747,2025-06-01 21:46:02,Complaint,neutral,email,resolved
chat_e7da25fcd1,usr_09f8aaa6ac8c,2025-06-01 15:11:12,Feature Suggestion,neutral,in_app,in_progress
chat_83e51116f1,usr_0b30a2dc302b,2025-06-01 12:54:50,Praise,positive,in_app,resolved
chat_d48df53b24,usr_dfdc9b741f02,2025-06-01 17:41:28,Complaint,positive,in_app,resolved
chat_47b7e7f7ca,usr_c04a29edc57e,2025-06-01 18:12:19,Learning,neutral,in_app,open
chat_43b776f3c1,usr_1f95fab99d8c,2025-06-01 17:29:35,Complaint,positive,web,resolved
chat_ced3aa6408,usr_c7373932aa6a,2025-06-01 09:04:26,Payment,neutral,kakao,closed
chat_c6e2b48b03,usr_115e08027a28,2025-06-01 02:02:01,Account,neutral,web,closed
chat_8d2a65c235,usr_60c5611ac70d,2025-06-01 12:20:23,Account,positive,in_app,closed
chat_e3a681bcb4,usr_c9f463063a3d,2025-06-01 14:08:48,Error,negative,email,open
chat_e225e5466b,usr_f54a567e82a9,2025-06-01 07:48:46,Account,negative,web,in_progress
chat_db2d835598,usr_602e4077c5a6,2025-06-01 06:38:28,Error,neutral,email,closed
chat_3e396c2134,usr_e7ec98d6a784,2025-06-01 16:18:05,Complaint,neutral,in_app,in_progress
chat_715be16483,usr_2de363fbaa69,2025-06-01 10:43:58,Feature Suggestion,negative,kakao,in_progress
chat_3ff490fc45,usr_eb149daf7ef5,2025-06-01 02:49:10,Praise,positive,web,in_progress
chat_8331612189,usr_469babc589fa,2025-06-02 21:47:02,Other,positive,web,resolved
chat_ccf01c9c58,usr_d8a953e8c584,2025-06-02 16:10:54,Payment,positive,email,resolved
chat_5525601b0d,usr_fd5ceafc97a6,2025-06-02 14:45:39,Payment,negative,email,closed
chat_35178fd3b8,usr_e20cf153e9c6,2025-06-02 06:11:27,Learning,positive,web,closed
chat_f6998ac7b8,usr_46a7ef5ea7e1,2025-06-02 07:07:22,Praise,neutral,web,open
chat_7478a5f08a,usr_b31c1a531655,2025-06-02 23:25:55,Account,positive,in_app,open
chat_7d28df602a,usr_4e8f5a4c1936,2025-06-02 21:34:14,Complaint,positive,web,open
chat_387a25ae7c,usr_ef28af13621b,2025-06-02 07:05:21,Feature Suggestion,negative,web,in_progress
chat_d8d1e45f81,usr_25ee37637337,2025-06-02 18:05:11,Error,neutral,kakao,closed
chat_5bf678f527,usr_16a29e9e8e0c,2025-06-02 11:20:17,Complaint,neutral,in_app,open
chat_ec027ffbc9,usr_cc6eff73d92f,2025-06-02 08:09:04,Payment,positive,in_app,in_progress
chat_f066cc4d7b,usr_4e8a6f14b5d7,2025-06-02 20:49:50,Learning,positive,in_app,in_progress
chat_310b685f93,usr_ee6eee623cce,2025-06-02 00:40:40,Praise,negative,web,in_progress
chat_7cbe9f30b8,usr_91188c330fa6,2025-06-02 22:54:08,Payment,neutral,email,closed
