assignment_id,user_id,experiment_id,experiment_name,variant,assigned_at
ab_4afc457c6521,usr_01b05991bbc8,exp_202501,pricing_ab,A,2025-05-11 03:15:47
ab_6bc265871a1c,usr_8c24acd8db35,exp_202501,pricing_ab,A,2025-05-11 18:53:58
ab_ce003758cdf9,usr_080e61dce1a2,exp_202501,pricing_ab,B,2025-05-11 21:22:18
ab_3dc3b6e02502,usr_46a35f594514,exp_202501,pricing_ab,B,2025-05-11 00:41:14
ab_0651b2770744,usr_78158c134fa9,exp_202501,pricing_ab,A,2025-05-11 07:34:24
ab_2f8d3db7badd,usr_c476099b237d,exp_202501,pricing_ab,A,2025-05-11 09:16:51
ab_9b91da7321bb,usr_652040baaf7d,exp_202501,pricing_ab,B,2025-05-11 21:00:41
ab_54241b20fba5,usr_8ec1696ba791,exp_202501,pricing_ab,A,2025-05-11 20:55:32
ab_dd7b1fd214f4,usr_bc8f207f45e8,exp_202501,pricing_ab,A,2025-05-11 09:46:09
ab_7f1a88bee638,usr_eece85376c4f,exp_202501,pricing_ab,A,2025-05-11 03:14:47
ab_13cd186ca585,usr_1fb49c3baf3d,exp_202501,pricing_ab,A,2025-05-11 09:02:44
ab_acbf1dc81c51,usr_02e4acc11658,exp_202501,pricing_ab,A,2025-05-11 17:40:35
ab_1ad7f4858fa9,usr_29b3d079ffd2,exp_202501,pricing_ab,A,2025-05-11 04:53:13
ab_4660afeec2b8,usr_e5c4289a121c,exp_202501,pricing_ab,A,2025-05-11 10:36:57
ab_3436f2ebc670,usr_35e4b1333d1e,exp_202501,pricing_ab,A,2025-05-11 21:15:16
ab_3ac9ac167372,usr_113c28e1552b,exp_202501,pricing_ab,A,2025-05-11 19:11:58
ab_2fab00102fab,usr_72b1ce69cd09,exp_202501,pricing_ab,B,2025-05-11 08:37:09
ab_0ebf7d7eecc3,usr_1da5a6986593,exp_202501,pricing_ab,B,2025-05-11 16:00:14
ab_7d6475797d2d,usr_9a673c69fd65,exp_202501,pricing_ab,A,2025-05-11 22:13:19
ab_61aeed921351,usr_574759c425f5,exp_202501,pricing_ab,A,2025-05-11 01:11:01
ab_cf56ac25fc44,usr_64196611a42e,exp_202501,pricing_ab,A,2025-05-12 18:48:27
ab_1dffa8146878,usr_524f673ec469,exp_202501,pricing_ab,B,2025-05-12 02:09:26
ab_c4db36561120,usr_8b9db93e2f41,exp_202501,pricing_ab,B,2025-05-12 20:49:05
ab_4955057e2c12,usr_dad51a3db705,exp_202501,pricing_ab,B,2025-05-12 00:32:20
ab_1bb4b6a7b81c,usr_c96a1409cbc8,exp_202501,pricing_ab,B,2025-05-12 06:59:38
ab_3c901e49db29,usr_30678cf14a5e,exp_202501,pricing_ab,A,2025-05-12 21:48:43
ab_1610719e350d,usr_8243cc11eff7,exp_202501,pricing_ab,A,2025-05-12 03:54:59
ab_a7d1a03294e6,usr_0ccd7adcfc8f,exp_202501,pricing_ab,A,2025-05-12 04:26:04
ab_00157b6c4998,usr_3e63eab6b128,exp_202501,pricing_ab,A,2025-05-12 06:20:49
ab_e8b11125ed7b,usr_3c39b7fe6eeb,exp_202501,pricing_ab,B,2025-05-12 18:32:07
ab_abe997bf43fa,usr_ce94457ab5cd,exp_202501,pricing_ab,A,2025-05-12 17:25:54
ab_77231e868992,usr_7ebc8f371fd1,exp_202501,pricing_ab,B,2025-05-12 13:18:03
ab_877b7d81ab23,usr_e2a20a947078,exp_202501,pricing_ab,B,2025-05-12 08:54:37
ab_23f13422a7e9,usr_1e0990f94259,exp_202501,pricing_ab,A,2025-05-12 16:42:00
ab_67554858dc97,usr_880c5f2b292f,exp_202501,pricing_ab,A,2025-05-12 22:39:51
ab_c9c342c178c2,usr_ac36873bf99a,exp_202501,pricing_ab,B,2025-05-12 19:38:33
ab_5e305771a3c4,usr_619f1d17d956,exp_202501,pricing_ab,A,2025-05-12 23:33:20
ab_9737fbf09290,usr_4ce99e09ec33,exp_202501,pricing_ab,B,2025-05-12 18:49:45
ab_94a244f48a5a,usr_2511c663577e,exp_202501,pricing_ab,B,2025-05-12 16:28:19
ab_61ef0dc2b448,usr_4ad8c023e598,exp_202501,pricing_ab,A,2025-05-12 18:28:27
ab_47820f0dab33,usr_f1490e186d0a,exp_202501,pricing_ab,A,2025-05-12 11:04:27
ab_162b6ad432ff,usr_d274a70a576c,exp_202501,pricing_ab,A,2025-05-12 03:47:44
ab_ce1fdfa2f0f6,usr_838bbc8ad281,exp_202501,pricing_ab,A,2025-05-12 09:12:54
ab_a8bc3d339d64,usr_32d33bc785ab,exp_202501,pricing_ab,A,2025-05-12 21:28:34
ab_36e29759fca4,usr_4e95ee1a4065,exp_202501,pricing_ab,A,2025-05-12 18:30:59
ab_a1d0b8cd425c,usr_1d7a88267118,exp_202501,pricing_ab,B,2025-05-12 05:14:45
ab_edbe0aab9403,usr_731ff91a10c2,exp_202501,pricing_ab,B,2025-05-12 21:37:14
ab_6e8c994fe143,usr_35147420a65c,exp_202501,pricing_ab,A,2025-05-12 07:26:26
ab_8dee0bf59cec,usr_e1668d3db6a3,exp_202501,pricing_ab,A,2025-05-12 10:00:06
ab_d876b3869eee,usr_9074d1beada2,exp_202501,pricing_ab,A,2025-05-13 07:08:18
ab_055ce4269ca0,usr_1d9f25233298,exp_202501,pricing_ab,A,2025-05-13 01:31:39
ab_add7518e488b,usr_8343bf039fef,exp_202501,pricing_ab,B,2025-05-13 19:00:06
ab_ab4dbd2d91a9,usr_2e8c6d5ae497,exp_202501,pricing_ab,A,2025-05-13 03:48:47
ab_50ff08a6c22d,usr_68c8e245d8d0,exp_202501,pricing_ab,A,2025-05-13 15:22:46
ab_ce3eb4425d28,usr_047e42f61e9b,exp_202501,pricing_ab,A,2025-05-13 05:00:55
ab_b31f2b83a9a6,usr_e8f75ab3d998,exp_202501,pricing_ab,A,2025-05-13 23:42:04
ab_9560184d8058,usr_46fea507e5ee,exp_202501,pricing_ab,A,2025-05-13 11:40:12
ab_e67faa53fb4d,usr_eeedda8675b2,exp_202501,pricing_ab,B,2025-05-13 09:34:32
ab_8c8e7e0bc299,usr_d95017b9162c,exp_202501,pricing_ab,B,2025-05-13 15:44:01
ab_d756dfde3ac8,usr_aaa8c6310841,exp_202501,pricing_ab,B,2025-05-13 00:01:58
ab_79280df35470,usr_208fa5e2c0aa,exp_202501,pricing_ab,B,2025-05-13 13:10:53
ab_e14a678faa81,usr_bcaf23911b19,exp_202501,pricing_ab,B,2025-05-13 21:26:57
ab_38c9bfd37c09,usr_9f637a30266d,exp_202501,pricing_ab,B,2025-05-13 22:28:21
ab_01423064a575,usr_498266b9a781,exp_202501,pricing_ab,A,2025-05-13 06:14:41
ab_66fa89dbd391,usr_902effcae7fb,exp_202501,pricing_ab,A,2025-05-13 14:10:11
ab_d7f21290786d,usr_c1474bf0f1a0,exp_202501,pricing_ab,B,2025-05-13 17:33:51
ab_c5bf9b5cb970,usr_dd4a82b3cd29,exp_202501,pricing_ab,B,2025-05-13 20:03:13
ab_d6a09f393d51,usr_2234a3602dd1,exp_202501,pricing_ab,A,2025-05-13 00:46:28
ab_6b7a93d1599b,usr_9559290978ae,exp_202501,pricing_ab,B,2025-05-14 01:51:02
ab_cad744e8e679,usr_18d49fdd08b2,exp_202501,pricing_ab,A,2025-05-14 09:58:17
ab_f0ccc71a1a7a,usr_7cb2e9c236a4,exp_202501,pricing_ab,A,2025-05-14 01:41:34
ab_8c6aa23469a7,usr_ba6df0fafd00,exp_202501,pricing_ab,B,2025-05-14 12:36:25
ab_663cc4f4db00,usr_60da35afaf8f,exp_202501,pricing_ab,B,2025-05-14 20:50:57
ab_dd3cac806577,usr_e339f55b15bd,exp_202501,pricing_ab,B,2025-05-14 18:26:44
ab_e284f5821181,usr_0ae01f91bae7,exp_202501,pricing_ab,B,2025-05-14 05:24:37
ab_244a800ca7ec,usr_860a9275a6dc,exp_202501,pricing_ab,A,2025-05-14 23:15:33
ab_ff18a961011c,usr_76a6f2150b0f,exp_202501,pricing_ab,A,2025-05-14 15:52:13
ab_7d778e69fed3,usr_bedaf161b134,exp_202501,pricing_ab,B,2025-05-14 00:39:41
ab_3b911347ae77,usr_b0342444c909,exp_202501,pricing_ab,B,2025-05-14 13:33:46
ab_978595395c78,usr_de43fd29fbb4,exp_202501,pricing_ab,A,2025-05-14 04:59:25
ab_e40f7a9adfa3,usr_395c84750b71,exp_202501,pricing_ab,A,2025-05-14 15:57:49
ab_f3dc4fd19f94,usr_0444e4771814,exp_202501,pricing_ab,A,2025-05-14 22:49:04
ab_eee1c8230450,usr_d398ceca16a8,exp_202501,pricing_ab,A,2025-05-14 19:27:46
ab_1b6bfd43434b,usr_ec3a4d881992,exp_202501,pricing_ab,B,2025-05-14 19:09:18
ab_8b06fb599f3c,usr_7dca5772b93c,exp_202501,pricing_ab,A,2025-05-14 02:38:56
ab_29c084c2950a,usr_ec6c8502945f,exp_202501,pricing_ab,B,2025-05-14 11:33:42
ab_daa81726ed23,usr_7992c2f00f9e,exp_202501,pricing_ab,B,2025-05-14 07:23:06
ab_5c39de1f1d3a,usr_ee7af27489b2,exp_202501,pricing_ab,B,2025-05-14 05:39:02
ab_30593df575e5,usr_5332025ab3d8,exp_202501,pricing_ab,A,2025-05-14 02:33:38
ab_adbb2536df41,usr_ddf38a83338c,exp_202501,pricing_ab,B,2025-05-14 21:19:11
ab_114f9908c40d,usr_020bb796e2bf,exp_202501,pricing_ab,A,2025-05-14 04:01:54
ab_13887f8d6ef2,usr_709e631ef11c,exp_202501,pricing_ab,B,2025-05-14 05:28:10
ab_8c3f9554a9af,usr_7e16fe4a2bff,exp_202501,pricing_ab,B,2025-05-14 02:18:21
ab_480759c42eb2,usr_3c74192e389d,exp_202501,pricing_ab,B,2025-05-14 14:24:50
ab_704eb74bc95a,usr_ce83fee7df5d,exp_202501,pricing_ab,B,2025-05-14 17:28:24
ab_4b498b021b84,usr_951690bd2e04,exp_202501,pricing_ab,A,2025-05-14 20:23:16
ab_add7241ba13a,usr_c88c58c329bf,exp_202501,pricing_ab,A,2025-05-15 01:24:41
ab_d868c5f064d0,usr_2b5b16e171a8,exp_202501,pricing_ab,A,2025-05-15 08:41:57
ab_5b292b1afe16,usr_31dc187e5553,exp_202501,pricing_ab,A,2025-05-15 15:57:01
ab_98c6f01fc573,usr_4391e423d666,exp_202501,pricing_ab,B,2025-05-15 22:52:02
ab_d1ea69f75c39,usr_bbec89ab84ae,exp_202501,pricing_ab,A,2025-05-15 01:57:26
ab_8f78e1f14d54,usr_f3682087d822,exp_202501,pricing_ab,A,2025-05-15 23:50:47
ab_363c09ebc77c,usr_e3d12a948e73,exp_202501,pricing_ab,B,2025-05-15 07:03:30
ab_3b0755a01e54,usr_3d231ffe3c06,exp_202501,pricing_ab,A,2025-05-15 15:38:22
ab_9f7bff237c74,usr_b5775631d626,exp_202501,pricing_ab,A,2025-05-15 04:41:48
ab_d3dfbe5b2a99,usr_5ca102fff9f8,exp_202501,pricing_ab,B,2025-05-15 12:10:48
ab_073e48fce3b9,usr_b5ad9d806d46,exp_202501,pricing_ab,A,2025-05-15 17:30:38
ab_fe265e53d78b,usr_edbd3b41699e,exp_202501,pricing_ab,B,2025-05-15 08:01:32
ab_d2718eb83e2e,usr_7daedded942f,exp_202501,pricing_ab,B,2025-05-15 16:54:46
ab_38585c4eccd1,usr_237f198710d1,exp_202501,pricing_ab,B,2025-05-15 22:01:37
ab_8f30bc6087c0,usr_defa9066f8db,exp_202501,pricing_ab,B,2025-05-15 00:27:27
ab_988b47760f1a,usr_0c085b6bf579,exp_202501,pricing_ab,B,2025-05-15 20:17:10
ab_a6428c012749,usr_bf765c123637,exp_202501,pricing_ab,A,2025-05-15 06:14:26
ab_e8ec6c8237cf,usr_aac953ad616d,exp_202501,pricing_ab,A,2025-05-15 17:01:34
ab_1c3c36974817,usr_bd30654a4afd,exp_202501,pricing_ab,A,2025-05-15 10:33:11
ab_e6d344fd64a5,usr_8cddea950553,exp_202501,pricing_ab,A,2025-05-15 00:00:35
ab_633586d90636,usr_fc5e8aad78bc,exp_202501,pricing_ab,A,2025-05-15 23:33:25
ab_b6a45c999b5e,usr_7c41b45f0fb4,exp_202501,pricing_ab,A,2025-05-15 05:12:00
ab_b0aa21df0393,usr_7807dcd548f5,exp_202501,pricing_ab,B,2025-05-15 13:27:53
ab_5b11b935bdf3,usr_235579ea09cb,exp_202501,pricing_ab,A,2025-05-15 20:56:35
ab_fe7ab7c2edd0,usr_21328619c6ec,exp_202501,pricing_ab,A,2025-05-15 06:50:07
ab_2385e9b0e50b,usr_3b418a14091a,exp_202501,pricing_ab,B,2025-05-15 11:07:31
ab_272d09ce14fa,usr_030a02af34d7,exp_202501,pricing_ab,A,2025-05-15 05:19:42
ab_d47b3fa0aee6,usr_6b6be8943494,exp_202501,pricing_ab,B,2025-05-15 19:53:03
ab_cea4bb8727c2,usr_77e079fb1fdc,exp_202501,pricing_ab,A,2025-05-15 23:57:49
ab_9b02500d0ac9,usr_a4502be875b1,exp_202501,pricing_ab,B,2025-05-15 06:43:29
ab_6f58616a4e76,usr_1b4b3eea4ad8,exp_202501,pricing_ab,B,2025-05-16 17:30:30
ab_0e267a4db6d8,usr_7ddd141620c6,exp_202501,pricing_ab,A,2025-05-16 07:54:14
ab_3d0aa9b83086,usr_c51911599c38,exp_202501,pricing_ab,A,2025-05-16 23:18:06
ab_30c4853e04ce,usr_3fe5c27eb9fb,exp_202501,pricing_ab,A,2025-05-16 05:38:07
ab_5e09168c63e4,usr_35ae7f21279f,exp_202501,pricing_ab,B,2025-05-16 23:15:18
ab_5eb5d169c9cb,usr_67b0c38a2c54,exp_202501,pricing_ab,A,2025-05-16 04:36:11
ab_90b16c027ec3,usr_bc48476d93dd,exp_202501,pricing_ab,B,2025-05-16 15:56:00
ab_359ec835b912,usr_567734cfbed2,exp_202501,pricing_ab,B,2025-05-16 16:33:34
ab_4a37e1372885,usr_14e0429d118a,exp_202501,pricing_ab,A,2025-05-16 00:46:11
ab_078e8184dad4,usr_bac1164530d8,exp_202501,pricing_ab,B,2025-05-16 07:05:39
ab_d1cc23a6df89,usr_805b1bdec7a6,exp_202501,pricing_ab,B,2025-05-16 01:37:29
ab_4d4aca5fe470,usr_fea0a75e82b9,exp_202501,pricing_ab,B,2025-05-16 05:44:13
ab_bd17fe5d326c,usr_5d2907b11bc2,exp_202501,pricing_ab,A,2025-05-16 18:08:18
ab_137be52af1f9,usr_1a3714d35e50,exp_202501,pricing_ab,A,2025-05-16 01:02:54
ab_3c45710dc0c5,usr_be00e68385b0,exp_202501,pricing_ab,B,2025-05-16 22:22:28
ab_0f0786af20bf,usr_aea3b8eb987c,exp_202501,pricing_ab,B,2025-05-16 01:57:13
ab_0d59f6912556,usr_454cb90d8c27,exp_202501,pricing_ab,B,2025-05-16 20:48:47
ab_5ea8de88ffa6,usr_6ec5f632059c,exp_202501,pricing_ab,A,2025-05-16 23:07:22
ab_148c4275b762,usr_7b71a14451f4,exp_202501,pricing_ab,B,2025-05-16 00:33:14
ab_e712b697aaa4,usr_d270e257af34,exp_202501,pricing_ab,B,2025-05-16 02:26:54
ab_032b05ee73e2,usr_0bff1b7a89d2,exp_202501,pricing_ab,B,2025-05-16 18:05:18
ab_8f1c7d377d11,usr_2a4af180ea80,exp_202501,pricing_ab,A,2025-05-16 20:18:31
ab_0df14e9fb2ca,usr_841ca693600c,exp_202501,pricing_ab,B,2025-05-16 02:09:51
ab_3f71a075cd42,usr_866d9ad4e666,exp_202501,pricing_ab,B,2025-05-16 12:32:04
ab_5085411bdb08,usr_03e987d1723d,exp_202501,pricing_ab,B,2025-05-16 14:34:50
ab_77090ec31418,usr_d1bf35850287,exp_202501,pricing_ab,A,2025-05-16 09:23:20
ab_e0c674f55402,usr_d513c0f63cc2,exp_202501,pricing_ab,A,2025-05-17 06:07:41
ab_f7964b3b87dc,usr_b537a2f0ff60,exp_202501,pricing_ab,B,2025-05-17 08:34:52
ab_963783f6af45,usr_d13ab4577799,exp_202501,pricing_ab,A,2025-05-17 18:35:41
ab_a678478684f4,usr_47483fdd7550,exp_202501,pricing_ab,B,2025-05-17 11:05:26
ab_a19b587de5cd,usr_65f0f09f42a1,exp_202501,pricing_ab,A,2025-05-17 03:05:37
ab_b6151ee89b84,usr_1944ca3c2157,exp_202501,pricing_ab,B,2025-05-17 21:57:20
ab_4465103ad279,usr_ab05bba58729,exp_202501,pricing_ab,B,2025-05-17 02:08:30
ab_390d5b364c1c,usr_9e69bb16c427,exp_202501,pricing_ab,B,2025-05-17 23:25:58
ab_ae363c112d72,usr_dcd2276dd96b,exp_202501,pricing_ab,A,2025-05-17 15:44:03
ab_bd2cab969830,usr_32b9a43125d6,exp_202501,pricing_ab,A,2025-05-17 05:52:37
ab_5648e401104d,usr_dfd20688497f,exp_202501,pricing_ab,B,2025-05-17 05:01:43
ab_fda88729a7e3,usr_7dab21cc8377,exp_202501,pricing_ab,A,2025-05-17 12:54:00
ab_2e21582f21e7,usr_86a580dc85a9,exp_202501,pricing_ab,A,2025-05-17 18:12:07
ab_a3f9e34b47cf,usr_c222c7d803cf,exp_202501,pricing_ab,B,2025-05-17 10:31:40
ab_68621dc4525d,usr_63ac0cc8f0f8,exp_202501,pricing_ab,A,2025-05-17 23:32:50
ab_391f4e628d2f,usr_08825ea0cf3a,exp_202501,pricing_ab,B,2025-05-17 13:18:01
ab_4f744e2dc108,usr_a210a9c2606b,exp_202501,pricing_ab,A,2025-05-17 04:44:52
ab_4f6b50bb7c7c,usr_4846a9331813,exp_202501,pricing_ab,A,2025-05-17 05:58:03
ab_91659f8a944c,usr_321b8439c8d2,exp_202501,pricing_ab,B,2025-05-17 01:13:43
ab_b0cef85fc2d0,usr_fa07491a6cda,exp_202501,pricing_ab,B,2025-05-17 15:46:12
ab_ec69a4290c05,usr_1a4f431b16ba,exp_202501,pricing_ab,A,2025-05-17 21:03:38
ab_448b2f33f465,usr_3807a89bc39d,exp_202501,pricing_ab,B,2025-05-17 23:56:59
ab_c125e82ee0ed,usr_94c904902dd6,exp_202501,pricing_ab,B,2025-05-17 17:17:36
ab_ef568270cd81,usr_16c69b398320,exp_202501,pricing_ab,B,2025-05-17 04:25:10
ab_b11082f242fc,usr_2a092b09cdff,exp_202501,pricing_ab,B,2025-05-17 09:32:31
ab_668a218cdbe9,usr_544230c7ad75,exp_202501,pricing_ab,A,2025-05-17 05:21:21
ab_a49087877664,usr_7c776e4d153c,exp_202501,pricing_ab,A,2025-05-17 17:23:23
ab_aa40886e7419,usr_c258fd6a46eb,exp_202501,pricing_ab,A,2025-05-17 09:59:40
ab_8be35d8e8b98,usr_35ed646892fd,exp_202501,pricing_ab,B,2025-05-17 14:42:39
ab_ad2e349f9da9,usr_9b7532b71880,exp_202501,pricing_ab,A,2025-05-17 03:01:03
ab_752fe5b25e0e,usr_2240c7517f08,exp_202501,pricing_ab,B,2025-05-18 12:28:46
ab_9eecdaf3b63b,usr_dd234623cc22,exp_202501,pricing_ab,A,2025-05-18 04:41:31
ab_7fb8650aabb6,usr_b1185238349f,exp_202501,pricing_ab,A,2025-05-18 15:06:05
ab_86259eac85fd,usr_52997a2e2d1b,exp_202501,pricing_ab,B,2025-05-18 04:04:23
ab_3695f70f61ae,usr_78caef2d4b10,exp_202501,pricing_ab,A,2025-05-18 13:53:27
ab_184efedf35d8,usr_9543c98815e2,exp_202501,pricing_ab,B,2025-05-18 09:32:37
ab_475fb926dc42,usr_8d7100d79bf7,exp_202501,pricing_ab,B,2025-05-18 07:33:35
ab_341ffa8dd040,usr_7baef02a2ae0,exp_202501,pricing_ab,B,2025-05-18 07:50:55
ab_6166e12899f3,usr_3de9df47c26e,exp_202501,pricing_ab,B,2025-05-18 20:09:58
ab_7d84030681ac,usr_2ded7223d90d,exp_202501,pricing_ab,A,2025-05-18 16:51:38
ab_5299cf64cf2a,usr_0fbbead955c0,exp_202501,pricing_ab,A,2025-05-18 12:48:05
ab_bfa0117436de,usr_9b9f39986302,exp_202501,pricing_ab,B,2025-05-18 22:09:43
ab_e8a7fac4e101,usr_234f27c44964,exp_202501,pricing_ab,A,2025-05-18 18:40:14
ab_b5d94a9ead6b,usr_8a95049024ae,exp_202501,pricing_ab,A,2025-05-18 23:29:01
ab_24a1b2d0b74d,usr_80844ddb2265,exp_202501,pricing_ab,A,2025-05-18 03:49:45
ab_4cd1880c7edd,usr_4ded6d324939,exp_202501,pricing_ab,A,2025-05-18 02:34:18
ab_e0a3be1603c7,usr_8d22ef3c4dd9,exp_202501,pricing_ab,B,2025-05-18 23:10:34
ab_4232e10f2c4f,usr_01e4fb67d1cc,exp_202501,pricing_ab,B,2025-05-18 03:08:10
ab_fb7152acd46d,usr_60d07d174c74,exp_202501,pricing_ab,B,2025-05-18 05:59:47
ab_455f385ae787,usr_1a815f6e6ebc,exp_202501,pricing_ab,A,2025-05-18 13:27:46
ab_9cee2ae5a0d1,usr_1b4341e06366,exp_202501,pricing_ab,A,2025-05-18 23:53:06
ab_c78483f714f7,usr_e4a49b12bc3d,exp_202501,pricing_ab,B,2025-05-18 19:41:54
ab_950bf0c9a6f4,usr_bd5d599d64ff,exp_202501,pricing_ab,A,2025-05-18 18:27:34
ab_5f133c0ec360,usr_9d5fd942377a,exp_202501,pricing_ab,B,2025-05-18 19:33:46
ab_48af13409eba,usr_fbbee8f0be84,exp_202501,pricing_ab,A,2025-05-18 11:43:17
ab_6b80e473fcb6,usr_45403ebf95c4,exp_202501,pricing_ab,B,2025-05-18 04:29:25
ab_7ccb098dba6a,usr_a9765b6fafd2,exp_202501,pricing_ab,B,2025-05-18 07:52:35
ab_b0afd97a97bd,usr_7538e7daab73,exp_202501,pricing_ab,A,2025-05-18 23:24:08
ab_843ad96482cb,usr_5ad20885921a,exp_202501,pricing_ab,A,2025-05-18 03:24:05
ab_fb8f97c53c0c,usr_607f3506daf7,exp_202501,pricing_ab,B,2025-05-18 19:24:44
ab_bdc082010122,usr_c8ae10b92213,exp_202501,pricing_ab,B,2025-05-18 15:45:10
ab_a3eecebcc182,usr_2f849122d069,exp_202501,pricing_ab,B,2025-05-18 09:17:41
ab_0d6f0aaabc58,usr_16f9b3ee86c2,exp_202501,pricing_ab,A,2025-05-18 06:38:14
ab_7acb7f647cc8,usr_b69a0589d740,exp_202501,pricing_ab,A,2025-05-18 16:00:10
ab_9248589bc1ef,usr_e09a79072ce7,exp_202501,pricing_ab,A,2025-05-18 22:06:36
ab_017c18dbaa4b,usr_286856be062c,exp_202501,pricing_ab,B,2025-05-18 20:25:10
ab_31bbbd239cc9,usr_e38130b27ec1,exp_202501,pricing_ab,B,2025-05-18 21:11:12
ab_a9d98ba76808,usr_00b339d0c8bf,exp_202501,pricing_ab,B,2025-05-18 22:12:07
ab_a36c2cb2b166,usr_57431c6b378f,exp_202501,pricing_ab,B,2025-05-18 02:53:52
ab_bc6c91848786,usr_d41c0d353237,exp_202501,pricing_ab,B,2025-05-19 04:14:20
ab_5720b7ab344b,usr_eb51476e21b9,exp_202501,pricing_ab,B,2025-05-19 19:44:35
ab_58ccd40775b4,usr_735f1bc883ea,exp_202501,pricing_ab,A,2025-05-19 21:21:12
ab_511303709575,usr_b1fa959d63d0,exp_202501,pricing_ab,A,2025-05-19 11:59:39
ab_8e2e6e60480a,usr_ada52b051b2f,exp_202501,pricing_ab,B,2025-05-19 05:12:52
ab_2f7ab4122836,usr_f60d2443b856,exp_202501,pricing_ab,B,2025-05-19 19:35:47
ab_db25e3202b4d,usr_69979b34603d,exp_202501,pricing_ab,A,2025-05-19 19:36:37
ab_4dba8df16a25,usr_143188579d99,exp_202501,pricing_ab,A,2025-05-19 20:59:19
ab_2bcae547d0d8,usr_0595c596ef29,exp_202501,pricing_ab,B,2025-05-19 12:36:09
ab_31ef4f1e6070,usr_66a830b02eeb,exp_202501,pricing_ab,B,2025-05-19 11:19:38
ab_8a8b40811987,usr_2ee2de3e6a6f,exp_202501,pricing_ab,B,2025-05-19 02:53:44
ab_fc8acf5e299f,usr_ac346ffd8265,exp_202501,pricing_ab,A,2025-05-19 11:10:14
ab_284d3bc24a0f,usr_aa34959385da,exp_202501,pricing_ab,B,2025-05-19 04:52:09
ab_c3ed3fdbd9a3,usr_b433c8c6370a,exp_202501,pricing_ab,B,2025-05-19 13:13:14
ab_09f358155821,usr_8e2b51897217,exp_202501,pricing_ab,A,2025-05-19 09:42:22
ab_f478a3aec1af,usr_c60705065c92,exp_202501,pricing_ab,B,2025-05-19 03:41:44
ab_9763da4d0c65,usr_9737e5faa16b,exp_202501,pricing_ab,B,2025-05-19 17:17:22
ab_622a8797b3db,usr_6f72fdfc3184,exp_202501,pricing_ab,B,2025-05-19 05:39:27
ab_cee3fccc9b2d,usr_795430224bc8,exp_202501,pricing_ab,A,2025-05-19 08:43:18
ab_290e47ee764f,usr_fa1b410aa066,exp_202501,pricing_ab,A,2025-05-19 02:06:02
ab_29d3ea0c5f89,usr_4271546b488c,exp_202501,pricing_ab,B,2025-05-19 00:50:47
ab_693f1ef2047f,usr_d02a28071e5f,exp_202501,pricing_ab,B,2025-05-19 01:20:38
ab_0ab7ce16edd3,usr_f386ef151405,exp_202501,pricing_ab,B,2025-05-19 04:27:11
ab_ef34f8953f3e,usr_f4eb25dfbf7b,exp_202501,pricing_ab,A,2025-05-19 23:15:05
ab_6f2f39b6d29f,usr_ac1105ec07ef,exp_202501,pricing_ab,A,2025-05-19 07:10:06
ab_c12ec3706ee3,usr_4ea3b9d00ba1,exp_202501,pricing_ab,A,2025-05-19 06:00:34
ab_2e0cfabef1cb,usr_8d67120ca9bc,exp_202501,pricing_ab,B,2025-05-19 23:29:53
ab_baf33e366df2,usr_99c7d4509d67,exp_202501,pricing_ab,B,2025-05-19 18:14:41
ab_b02bf2733bf1,usr_485c64a1d5c6,exp_202501,pricing_ab,B,2025-05-19 07:42:13
ab_eb76c6396476,usr_a2f4e95e2735,exp_202501,pricing_ab,B,2025-05-19 01:27:22
ab_cf724a74f2a7,usr_bf725936ed08,exp_202501,pricing_ab,A,2025-05-19 23:18:44
ab_334a9cce89a7,usr_5fc1f2886d2f,exp_202501,pricing_ab,B,2025-05-19 07:39:40
ab_7ed4a7119e84,usr_38215a2e2dfe,exp_202501,pricing_ab,B,2025-05-19 19:11:22
ab_4a1ca53d75f5,usr_3c45005761ad,exp_202501,pricing_ab,A,2025-05-19 20:01:44
ab_436547902690,usr_8ff3bbd2099b,exp_202501,pricing_ab,A,2025-05-19 06:34:15
ab_735624cc9a99,usr_152fa1921d37,exp_202501,pricing_ab,B,2025-05-20 12:31:32
ab_5596c140757a,usr_5d4985c7990f,exp_202501,pricing_ab,B,2025-05-20 20:47:09
ab_e3ed5be2101d,usr_354f468cfc79,exp_202501,pricing_ab,A,2025-05-20 09:59:33
ab_775cf9ca789c,usr_9f03b5819ba8,exp_202501,pricing_ab,A,2025-05-20 16:31:48
ab_75ea8f085d9b,usr_e8e5abc92039,exp_202501,pricing_ab,B,2025-05-20 02:40:22
ab_1158b5c17ff0,usr_9c118898da51,exp_202501,pricing_ab,B,2025-05-20 08:56:05
ab_53a41d7b2279,usr_bdcfa720a835,exp_202501,pricing_ab,B,2025-05-20 09:00:10
ab_5cd9a6f0cfd7,usr_450aee2c241e,exp_202501,pricing_ab,A,2025-05-20 15:38:32
ab_22fde4f9b7b7,usr_bf5479929e04,exp_202501,pricing_ab,A,2025-05-20 23:03:16
ab_cc49cbfce539,usr_8c3f2d47e24b,exp_202501,pricing_ab,A,2025-05-20 17:11:01
ab_fa96f4bd1fe0,usr_86d5f6b8304b,exp_202501,pricing_ab,B,2025-05-20 09:26:23
ab_9e6a2dfc4e06,usr_b746d72dca16,exp_202501,pricing_ab,A,2025-05-20 01:51:47
